,File,URL,Year,Phrases
0,S_PV.6033-EN.pdf,https://digitallibrary.un.org/record/643078,2008," after Dayton is also 
13 years after Srebrenica. I would like to use this 
occasion to pay tribute to the memory of the victims of 
that sad event. We welcome the fact that Radovan 
Karadzic was arre"
1,S_PV.5958-EN.pdf,https://digitallibrary.un.org/record/634500,2008,"representative of New Zealand. 
 
Ms. Graham (New Zealand): First, I join others 
in paying tribute to the memory of Sergio Vieira de 
Mello and other United Nations staff members who so 
tragically l"
2,S_PV.5958-EN.pdf,https://digitallibrary.un.org/record/634500,2008,"tralia): In my personal 
capacity and on behalf of my Government, I should 
like to add our tribute to the memory of the 22 United 
Nations staff members, including Sergio Vieira de 
Mello, who were m"
3,A_63_515-EN.pdf,https://digitallibrary.un.org/record/642615,2008,"the departure of our brother Aimé Césaire on 17 April 2008 at age 94, hereby pay a 
special tribute to the memory of one of the greatest humanists in modern times, to the memory of the 
man who devote"
4,A_63_515-EN.pdf,https://digitallibrary.un.org/record/642615,2008,"e 94, hereby pay a 
special tribute to the memory of one of the greatest humanists in modern times, to the memory of the 
man who devoted his entire life struggling relentlessly and fearlessly against"
5,A_62_PV-117-EN.pdf,https://digitallibrary.un.org/record/637318,2008,"rmer Yugoslav Republic of Macedonia)
 
 
The meeting was called to order at 10.10 a.m. 
 
 
Tribute to the memory of His Excellency Levy 
Patrick Mwanawasa, President of the Republic  
of Zambia 
 
 
"
6,A_62_PV-117-EN.pdf,https://digitallibrary.un.org/record/637318,2008,"ck 
Mwanawasa. 
 
I now invite representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Levy Patrick Mwanawasa. 
 
The members of the General Assembly "
7,A_62_PV-117-EN.pdf,https://digitallibrary.un.org/record/637318,2008,"ke to 
express to you, Mr. President, our sincere gratitude for 
the great honour of paying tribute to the memory of the 
late President of the Republic of Zambia, His 
Excellency Mr. Levy Patrick Mwa"
8,S_PV-5855-EN.pdf,https://digitallibrary.un.org/record/623069,2008,"titude of the Government of the 
United States in this case is a travesty of justice and an 
insult to the memory of the victims of the terrorist acts, 
and it adds to the pain and suffering of the fa"
9,S_PV.3767-EN.pdf,https://digitallibrary.un.org/record/233124,1997," (UNAVEM III) for
having so perfectly accomplished their mission. It is fitting
to pay tribute here to the memory of those many among
them who are, unfortunately, no longer with us and to
whom this gr"
10,A_51_PV-101-EN.pdf,https://digitallibrary.un.org/record/240759,1997,"airman
of the Group of African States, I would, on behalf of the
African Group, like to pay tribute to the memory of the
late
Benny
Kimberg,
Ambassador
and
Permanent
Representative of Denmark to the U"
11,A_51_PV-101-EN.pdf,https://digitallibrary.un.org/record/240759,1997,"n (Denmark): I thank the members of
the General Assembly for the very moving tribute they
have paid to the memory of Mr. Benny Kimberg. I am
deeply touched by the words that have been spoken here,
3
G"
12,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997," . . . . . . . . . . . . . . . . . (Malaysia)
The meeting was called to order at 11.10 a.m.
Tribute to the memory of His Excellency Mr. Abdul
Rahim Ghafoorzai, late Prime Minister of Afghanistan
Tribu"
13,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,"the memory of His Excellency Mr. Abdul
Rahim Ghafoorzai, late Prime Minister of Afghanistan
Tribute to the memory of Mr. Khabouji N’zaji Lukabu,
late Minister Plenipotentiary of the Democratic Republi"
14,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,": This morning, before we take up the
items on our agenda, it is my sad duty to pay tribute, first,
to the memory of the late Prime Minister of Afghanistan,
His Excellency Mr. Abdul Rahim Ghafoorzai, "
15,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,"ple of
Afghanistan and to the bereaved family of Mr. Ghafoorzai.
The Assembly will also pay tribute to the memory of
the late Minister Plenipotentiary and Chargé d’affaires ad
interim of the Permanent"
16,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,"tes in
my capacity as Chairman of the Group for the month of
September. I would like to pay tribute to the memory of the
late Prime Minister of the Islamic State of Afghanistan, His
Excellency Mr. Abd"
17,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,"ow that we learned of the news of his
passing.
I would like, on behalf of the African Group, to bow
to the memory of this distinguished person and to present
our deep condolences to the delegation of "
18,A_51_PV-107-EN.pdf,https://digitallibrary.un.org/record/244589,1997,"l to you,
Sir, and to all those present at this meeting of the General
Assembly, which is dedicated to the memory of the
Afghan
statesman
and
diplomat,
Abdul
Rahim
Ghafoorzai. The Permanent Mission of"
19,S_1997_688-EN.pdf,https://digitallibrary.un.org/record/243127,1997," scale, leading to the destruction of the
socio-economic fabric.
The National Assembly pays tribute to the memory of the innocent victims of
this crisis.
In the face of so much horror and suffering be"
20,A_S-19_PV.5-EN.pdf,https://digitallibrary.un.org/record/241931,1997,".................................. (Malaysia)
The meeting was called to order at 10.05 a.m.
Tribute to the memory of Mr. Jacques-Yves Cousteau
The President: I have the sad duty to inform the
Assembly"
21,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013,"nsolidated corrigendum.
13-25742 (E)
*1325742*
The meeting was called to order at 4.15 p.m.
Tribute to the memory of His Excellency Mr. Hugo 
Rafael Chávez Frías, President of the Bolivarian 
Republic"
22,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013,"ent Chávez Frías.
I now invite representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Hugo Rafael Chávez Frías.
The members of the General Assembly o"
23,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013,"lf of the Group of African 
States at this solemn gathering of the General Assembly 
to pay tribute to the memory of His Excellency 
President Hugo Chávez Frías, the late President of the 
Bolivarian "
24,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013," the 
Bolivarian Republic of Venezuela, who recently passed 
away. I would like first of all to bow to the memory of 
this great son of the Bolivarian Republic of Venezuela 
and to record that the ann"
25,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013,"ehalf of the member 
States of the Caribbean Community (CARICOM), I 
have the honour to pay tribute to the memory of Hugo 
Rafael Chávez Frías, late President of the Bolivarian 
Republic of Venezuela."
26,A_67_PV-67-EN.pdf,https://digitallibrary.un.org/record/1491385,2013," struggle continues! 
Onward to victory!”
The Acting President: We have thus concluded 
the tribute to the memory of His Excellency Mr. Hugo 
Chávez Frías, late President of the Bolivarian Republic 
o"
27,S_PV.6905-EN.pdf,https://digitallibrary.un.org/record/742680,2013," the French offensive against the 
rebels in the area of Konna, was not in vain. Mali pays 
tribute to the memory of that brave combatant and all 
the martyrs of the Malian army who have shed their 
b"
28,S_PV.6946-EN.pdf,https://digitallibrary.un.org/record/747789,2013,"genocide, like those committed during the last 
century in Europe, as well as in Rwanda. We owe it 
to the memory of the millions of victims of crimes of 
the past to refine that principle together, a"
29,A_67_PV.91-EN.pdf,https://digitallibrary.un.org/record/754062,2013,
30,A_67_PV.91-EN.pdf,https://digitallibrary.un.org/record/754062,2013,"e United Nations.
I now invite representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Stoyan Ganev, former President of the 
General Assembly. May he"
31,A_67_PV.91-EN.pdf,https://digitallibrary.un.org/record/754062,2013,"): Allow me to first convey 
the profound gratitude of the Government of Bulgaria 
for this tribute to the memory of the late President of 
the General Assembly at its forty-seventh session and 
forme"
32,A_67_PV.91-EN.pdf,https://digitallibrary.un.org/record/754062,2013,"n behalf of the States members of the 
Group of Latin American and Caribbean States to pay 
tribute to the memory of Mr. Stoyan Ganev, President 
of the General Assembly at its forty-seventh session. "
33,S_PV.6948-EN.pdf,https://digitallibrary.un.org/record/748640,2013,"concern for international peace and security.
The meeting was called to order at 10.15 a.m.
Tribute to the memory of Her Excellency 
Baroness Thatcher, former Prime Minister of 
the United Kingdom of "
34,S_PV.6948-EN.pdf,https://digitallibrary.un.org/record/748640,2013,"eland. 
I now invite the members of the Council to rise and 
observe a minute of silence in tribute to the memory of 
Baroness Thatcher.
The members of the Security Council observed a 
minute of silen"
35,A_67_PV.69-EN.pdf,https://digitallibrary.un.org/record/748633,2013,"nda (Ghana), 
Vice-President, took the Chair.
The meeting was called to order at 10.15 a.m.
Tribute to the memory of His Excellency Mr. Zillur 
Rahman, President of the People’s Republic 
of Banglades"
36,A_67_PV.69-EN.pdf,https://digitallibrary.un.org/record/748633,2013," Acting President: Before we proceed to the 
items on our agenda, it is my sad duty to pay tribute 
to the memory of His Excellency Mr. Zillur Rahman, 
President of the People’s Republic of Bangladesh"
37,A_67_PV.69-EN.pdf,https://digitallibrary.un.org/record/748633,2013,". Zillur Rahman. 
I now invite representatives to stand and observe 
a minute of silence in tribute to the memory of His 
Excellency Mr. Zillur Rahman.
The members of the General Assembly observed a 
"
38,A_67_PV.69-EN.pdf,https://digitallibrary.un.org/record/748633,2013,"lncy Secretary-General Ban Ki-moon.
The Secretary-General: I am honoured to be here 
to pay tribute to the memory of His Excellency Mr. Zillur 
Rahman, who served as President of Bangladesh since 
200"
39,A_67_PV.69-EN.pdf,https://digitallibrary.un.org/record/748633,2013,"to speak 
on behalf of the States members of the Latin American 
and Caribbean Group to pay tribute to the memory of 
His Excellency Mr. Zillur Rahman, the late President 
of the People’s Republic of "
40,S_PV-6977-EN.pdf,https://digitallibrary.un.org/record/750821,2013," and Herzegovina and beyond to openly 
deny the fact of the genocides, which, for us, is an insult 
to the memory of the victims and to the survivors. 
Nonetheless, in the case of Rwanda, one of the 
"
41,A_68_PV-50-EN.pdf,https://digitallibrary.un.org/record/762550,2013,"ts hour of grief.
I now invite representatives to stand and observe a 
minute of silence in tribute to the memory of those who 
lost their lives.
The members of the General Assembly observed a 
minute"
42,A_68_PV.15-EN.pdf,https://digitallibrary.un.org/record/759473,2013,"ch 
eased a great deal of suffering. I would also like to take 
this opportunity to pay my respects to the memory of 
all of our Nigerien brothers who died in the battlefields 
during savage attacks o"
43,Multilateraltreaties2004v1.pdf,https://digitallibrary.un.org/record/547573,2005,"f the Vietnamese invasion anny in Kampuchea. It is an
132
IV 1 . H u m a n  R ig h ts
odious insult to the memory of the more than 2,500,000 Kampucheans 
who have been massacred by these same Vietname"
44,Multilateraltreaties2004v1.pdf,https://digitallibrary.un.org/record/547573,2005,"ntion 
by a clique representing no one mocks the norms of law and mo­
rality and is a direct insult to the memory of millions of Kam­
puchean victims of the genocide committed against the 
Kampuchean "
45,S_PV.5292-EN.pdf,https://digitallibrary.un.org/record/559276,2005,"s the country was 
beginning to heal the wounds of a long civil war. Allow 
me first to pay tribute to the memory of all the victims 
and acknowledge the suffering of the bereaved 
families. 
 
On 7 A"
46,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005,". . . . . . . . . . . . . . . . . . .
(Gabon)
The meeting was called to order at 10.20 a.m.
Tribute to the memory of His Excellency
Mr. Gnassingbé Eyadema, President of the
Togolese Republic
Tribute t"
47,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005," to the memory of His Excellency
Mr. Gnassingbé Eyadema, President of the
Togolese Republic
Tribute to the memory of His Excellency
Mr. Zurab Zhvania, Prime Minister of Georgia
Tribute to the memory o"
48,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005,"public
Tribute to the memory of His Excellency
Mr. Zurab Zhvania, Prime Minister of Georgia
Tribute to the memory of His Excellency
Mr. Sami Kronfol, Permanent Representative
of Lebanon
The President "
49,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005,"ntative
of Lebanon
The President (spoke in French): This morning,
it is our sad duty to pay tribute to the memory of the
late President of the Togolese Republic, His Excellency
Mr. Gnassingbé Eyadema,"
50,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005,"Minister Rafik Hariri.
I invite representatives to stand and observe a
minute of silence in tribute to the memory of His
Excellency Mr. Gnassingbé Eyadema, His Excellency
Mr. Zurab Zhvania and His Exc"
51,A_59_PV.81-EN.pdf,https://digitallibrary.un.org/record/543646,2005,"tic Georgia
in order to make Mr. Zhvania’s ideals a reality. That
will be the best possible tribute to the memory of an
outstanding statesman.
6
A/59/PV.81
The President (spoke in French): I give the "
52,S_PV.9061-EN.pdf,https://digitallibrary.un.org/record/3977159,2022,"ation 
efforts under way in my country, particularly 
through MINUSMA.
In conclusion, I pay tribute to the memory of all 
victims of this crisis — military, foreign and Malian, 
including the Blue Hel"
53,S_PV.9012-EN.pdf,https://digitallibrary.un.org/record/3968391,2022,"s to the ongoing 
stabilization efforts in my country, particularly 
through MINUSMA.
I pay tribute to the memory of all the victims of 
this crisis — civilians and soldiers, foreigners and 
Malians —"
54,S_PV.9011-EN.pdf,https://digitallibrary.un.org/record/3968212,2022," to deny Russian 
culpability are frankly appalling in their cynicism, 
and I see them as an insult to the memory of those 
slaughtered civilians.
We roundly condemn the atrocities reportedly 
committ"
